0,0,-0.038642,-0.0055938,0.096446,-0.015703,0.035564,-0.020482,0.106,0.10598,0.10596,0.10593
31.815,0.090067,-0.027939,-0.013971,0.10265,0.016196,0.016985,-0.031965,0.10596,0.10585,0.10567,0.10541
25.361,0.06129,-0.016455,-0.038396,0.01086,-0.044796,-0.010685,-0.13319,0.1059,0.10559,0.10507,0.10435
24.08,0.012538,-0.034929,-0.058815,0.059147,-0.026824,-0.022852,-0.19209,0.1058,0.10519,0.10418,0.10278
24.834,0.027128,-0.036852,-0.046676,0.084162,0.0058078,0.05012,-0.053396,0.10567,0.10467,0.10301,0.1007
24.75,0.078986,-0.040798,-0.05259,0.096613,0.057171,0.070414,-0.0023825,0.1055,0.10401,0.10154,0.098109
25.802,0.074477,-0.020183,-0.0018889,0.04439,0.038625,-0.0079257,0.074653,0.1053,0.10322,0.099784,0.095034
25.398,0.10424,-0.015563,-0.039872,0.0065884,0.0022376,-0.04285,0.045022,0.10507,0.10231,0.097751,0.091485
23.828,0.10192,-0.0020647,0.0040696,-0.029606,0.025816,-0.032937,0.05398,0.10481,0.10126,0.095444,0.087481
23.761,0.041662,0.021354,0.010904,-0.070124,0.024822,-0.040968,-0.00049162,0.10451,0.1001,0.09287,0.08304
21.987,0.052016,-3.2024e-06,-0.020564,-0.028168,0.054467,-0.022231,0.014486,0.10418,0.098802,0.090036,0.078186
22.286,0.031665,-0.014697,-0.0042148,-0.0091069,0.04229,0.0022604,0.078546,0.10382,0.097386,0.086949,0.072943
23.541,0.015374,0.0083763,0.041662,-0.016622,0.053372,-0.020026,0.11178,0.10343,0.095848,0.083618,0.067336
25.884,0.032106,0.018282,0.019846,-0.067944,-0.0032422,-0.096198,0.048663,0.10301,0.09419,0.080054,0.061394
25.368,0.060825,0.039267,0.026069,-0.097479,-0.038543,-0.045253,-0.093157,0.10255,0.092416,0.076264,0.055145
24.937,0.10925,0.027482,0.052359,-0.032759,0.035285,-0.040082,0.050088,0.10206,0.090526,0.072261,0.048622
24.196,0.053794,0.039656,0.090163,-0.09832,-0.02077,-0.037081,0.06227,0.10154,0.088523,0.068056,0.041857
25.164,0.046332,0.030048,0.041511,-0.063707,-0.047058,-0.040988,-0.017641,0.10098,0.086411,0.063659,0.034883
27.256,0.069871,0.019623,0.07217,0.035471,-0.046539,0.0001491,0.038325,0.1004,0.08419,0.059085,0.027736
26.022,0.049291,0.0092303,0.04382,0.031121,0.0030323,0.0066402,0.096139,0.099784,0.081865,0.054344,0.02045
25.794,0.070413,0.032763,0.090826,-0.0090667,-0.018326,-0.0057895,0.060603,0.099137,0.079437,0.049452,0.013063
29.447,0.13881,0.018317,0.053764,-0.087803,-0.032617,-0.002521,-0.0026957,0.098459,0.076911,0.04442,0.0056099
27.635,0.14142,0.041513,0.010316,-0.099001,-0.089114,-0.047227,-0.087068,0.097751,0.074289,0.039265,-0.0018707
28.619,0.1767,0.018958,-0.02178,-0.07921,-0.025899,0.021884,-0.053662,0.097012,0.071574,0.033999,-0.009342
28.849,0.086644,-0.0080109,-0.071612,-0.064575,-0.018434,0.066694,0.0052689,0.096243,0.06877,0.028638,-0.016767
27.659,0.074151,0.011151,-0.025535,-0.032616,0.012223,0.094707,0.034579,0.095444,0.065881,0.023196,-0.024108
27.923,0.0837,0.013904,-0.0029334,-0.024922,0.0045434,0.051757,0.064492,0.094616,0.062909,0.01769,-0.031329
27.138,0.060911,0.0074476,-0.0083715,-0.060042,0.030541,0.068807,0.04592,0.093758,0.059859,0.012134,-0.038394
25.783,0.11259,0.020948,0.027101,-0.079172,-0.031041,0.010337,0.022367,0.09287,0.056734,0.0065437,-0.045268
27.829,0.089286,0.045481,-0.048659,-0.095574,0.031134,0.027747,-0.018281,0.091954,0.053539,0.0009354,-0.051916
33.008,0.27933,0.092616,0.062321,-0.030047,-0.045529,0.13451,0.025907,0.091009,0.050277,-0.0046756,-0.058306
30.007,0.10481,0.06777,0.070042,0.06476,-0.11438,0.18064,-0.021824,0.090036,0.046952,-0.010273,-0.064405
37.217,0.33308,-0.012996,-0.084963,0.11827,0.043467,0.15451,0.084125,0.089035,0.043569,-0.015842,-0.070183
27.701,0.11105,0.019453,-0.076551,0.04698,-0.03247,0.089217,0.029023,0.088005,0.040132,-0.021367,-0.075612
