,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,comparison_method,pattern_subset,prec_type,snr_rel,perm_num,n_runs
0,V1_left,IT_left,-0.21597348142772188,0.1123634780905496,0,0,0.2948303554674942,0.5470286393213086,0,,,,,,,169,137,181,217,157,cosine,5,instance-based,0.1,1,2
1,V1_left,PHA_right,-0.135249425009441,0.09852282702023295,0,0,-0.002217433520975083,0.42221497869302704,0,0.4146842343906507,,,,,,169,137,181,217,157,cosine,10,instance-based,0.1,1,2
2,V1_left,IT_left,-0.06621009897473593,0.07738381920059227,0,0,0.05505325867197294,0.46782979403052743,0,0.34190205399592033,,,,,,169,137,181,217,157,cosine,20,instance-based,0.1,1,2
3,V1_left,V1_left,0.043113991320468475,0.06727666259590451,1,0,-0.0383366737572799,0.4285311511148151,1,0.2593474038590926,,,,,,169,137,181,217,157,cosine,30,instance-based,0.1,1,2
4,V1_left,IT_left,-0.023569566029848905,0.04996120337508646,0,0,0.03287851651704038,0.4613469225475941,0,0.5304641418602198,,,,,,169,137,181,217,157,cosine,50,instance-based,0.1,1,2
5,V1_left,VVC_right,0.35795919458278025,0.0930988621759695,0,0,0.03428107394858962,0.4160666644653517,1,,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,5,instance-based,0.1,1,4
6,V1_left,MT+MST_left,0.15517968623061726,0.10008511496717133,0,0,-0.10603105748223211,0.38988646602740096,1,0.11612971531003513,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,10,instance-based,0.1,1,4
7,V1_left,PHA_right,0.04411870529767625,0.0909689259775513,0,0,0.07546674534314735,0.47775805484841494,0,0.6242877555907564,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,20,instance-based,0.1,1,4
8,V1_left,V1_left,0.11909105456576463,0.07173492596597425,1,0,-0.025259193857842786,0.4342169128374419,1,0.0014039366466489511,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,30,instance-based,0.1,1,4
9,V1_left,V1_left,0.13696979663924472,0.054068728634741554,1,0,0.02276915808937057,0.4562715700074483,1,0.00012001985114062919,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,50,instance-based,0.1,1,4
10,V1_left,VVC_left,0.23626976044611234,0.14439235195484573,0,0,-0.011796883260996533,0.424223436236856,1,,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,5,instance-based,0.1,1,8
11,V1_left,V1_left,0.36342600644696,0.143000581945216,1,0,0.21966638998392526,0.5514933671050616,1,,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,10,instance-based,0.1,1,8
12,V1_left,PHA_right,0.09077951921295047,0.08376344593727243,0,0,0.036438176557096,0.460864319289032,1,0.7256643572953543,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,20,instance-based,0.1,1,8
13,V1_left,VVC_right,0.05871710504522501,0.06745732883310677,0,0,-0.030952289686414034,0.43112117652520954,1,0.3215796639784996,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,30,instance-based,0.1,1,8
14,V1_left,V1_left,0.1018039842744176,0.057985194345709985,1,0,0.019002120873554976,0.45472777660469543,1,0.09984952352953669,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,50,instance-based,0.1,1,8
15,V1_left,PHA_right,0.22640389280485462,0.12920888484966964,0,0,0.20073264634806862,0.5306462476446557,1,,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,5,instance-based,0.1,1,16
16,V1_left,V1_left,0.22428868781607209,0.1440964002545407,1,0,0.18403571696367674,0.5227413249520351,1,,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,10,instance-based,0.1,1,16
17,V1_left,PHA_right,0.09621850671820756,0.07416524972996091,0,0,-0.049508761880067025,0.4210804346507638,1,0.05764142535345518,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,20,instance-based,0.1,1,16
18,V1_left,IT_left,0.02403209322159162,0.0768876357069747,0,0,0.022700785076423268,0.4556296233744822,1,0.4986958535454491,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,30,instance-based,0.1,1,16
19,V1_left,V3_left,0.08841495574088717,0.06612269227847874,0,0,0.05523760134534161,0.47043656761406016,1,0.69412316678847,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,50,instance-based,0.1,1,16
20,V1_left,VMV_right,0.41993599425760136,0.16398391535288365,0,0,0.18287724904688135,0.4967877682223499,1,,0.13408045398821086,-0.13475422247828112,0.13201836963592292,-0.062266988132273784,-0.1358734869366264,169,137,181,217,157,cosine,5,instance-based,0.1,1,32
21,V1_left,PHA_left,0.477469000126636,0.11122738740303281,0,0,0.4482312010567343,0.6631910942547674,1,,0.13408045398821086,-0.13475422247828112,0.13201836963592292,-0.062266988132273784,-0.1358734869366264,169,137,181,217,157,cosine,10,instance-based,0.1,1,32
22,V1_left,V2_left,0.1916589441671426,0.09139054546134803,0,0,0.032834100859463436,0.4608465981096432,1,,0.13408045398821086,-0.13475422247828112,0.13201836963592292,-0.062266988132273784,-0.1358734869366264,169,137,181,217,157,cosine,20,instance-based,0.1,1,32
23,V1_left,VVC_right,0.11288202138671827,0.09468226723523158,0,0,0.05825162795779398,0.47304116288549747,1,0.04304731752677515,0.13408045398821086,-0.13475422247828112,0.13201836963592292,-0.062266988132273784,-0.1358734869366264,169,137,181,217,157,cosine,30,instance-based,0.1,1,32
24,V1_left,V3_left,0.1742851237778134,0.07174435527584425,0,0,0.10105198343550338,0.49345986628367045,1,,0.13408045398821086,-0.13475422247828112,0.13201836963592292,-0.062266988132273784,-0.1358734869366264,169,137,181,217,157,cosine,50,instance-based,0.1,1,32
25,V1_left,PHA_right,-0.050470121663651585,0.1560059660530201,0,0,0.17411950099456225,0.4768451670774017,0,,,,,,,169,137,181,217,157,cosine,5,instance-based,0.1,2,2
26,V1_left,V3_left,0.06837260715829793,0.10133186599031714,0,0,-0.1990529513781495,0.354600044698119,1,0.04591263854254857,,,,,,169,137,181,217,157,cosine,10,instance-based,0.1,2,2
27,V1_left,V1_right,0.12006695350957917,0.13072300555424418,0,0,0.20357698191762624,0.541631490488222,0,0.15331131146849342,,,,,,169,137,181,217,157,cosine,20,instance-based,0.1,2,2
28,V1_left,V3_right,0.08794174471045586,0.07954405433385893,0,0,0.1003009294848707,0.4899711337675833,0,0.7663975746642346,,,,,,169,137,181,217,157,cosine,30,instance-based,0.1,2,2
29,V1_left,V1_right,0.0925974575493867,0.06044820606962573,0,0,0.051115923844789225,0.46876549209640256,1,0.3472101824703102,,,,,,169,137,181,217,157,cosine,50,instance-based,0.1,2,2
