,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,pattern_subset,pattern_subset_type,prec_type,snr_rel,perm_num,n_runs
0,V1_left_mean,V1_left_mean,0.6679554813370174,0.17588725799428925,1,0,0.5248267969497604,0.6725880664761359,1,,,,,,,169,137,181,217,157,5,serial,instance-based,0.5,1,2
1,V1_left_mean,V1_left_mean,0.5199479577897685,0.2531729161652105,1,0,0.17273724908783727,0.5261726090254892,1,,,,,,,169,137,181,217,157,5,random,instance-based,0.5,1,2
2,V1_left_mean,V1_left_mean,0.5963844079582092,0.08643173116828765,1,0,0.32743438128762203,0.6006542266813683,1,,,,,,,169,137,181,217,157,10,serial,instance-based,0.5,1,2
3,V1_left_mean,V1_left_mean,0.48286690910101976,0.07178579142463004,1,0,0.1137247046218428,0.4916737486054295,1,,,,,,,169,137,181,217,157,10,random,instance-based,0.5,1,2
4,V1_left_mean,V1_left_mean,0.501030912406501,0.03611846089214029,1,19,0.1313122428821323,0.5056147748798734,1,,,,,,,169,137,181,217,157,25,serial,instance-based,0.5,1,2
5,V1_left_mean,V1_left_mean,0.446409271976135,0.030123083782824408,1,19,0.01481534960565304,0.45013049099933927,1,,,,,,,169,137,181,217,157,25,random,instance-based,0.5,1,2
6,V1_left_mean,V1_left_mean,0.4699041200473702,0.02260021290918829,1,19,0.0581890483790633,0.4727391270892469,1,,,,,,,169,137,181,217,157,50,serial,instance-based,0.5,1,2
7,V1_left_mean,V1_left_mean,0.22058592974221594,0.2815660753059741,1,0,-0.2201042555627365,0.3412988422452589,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,5,serial,instance-based,0.5,1,4
8,V1_left_mean,V1_left_mean,0.49591716383582807,0.1385399578287712,1,0,0.25805915780461114,0.5161973284633041,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,5,random,instance-based,0.5,1,4
9,V1_left_mean,V1_left_mean,0.46451558943664717,0.07053850987861544,1,0,0.09350550085565837,0.472892885090653,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,10,serial,instance-based,0.5,1,4
10,V1_left_mean,V1_left_mean,0.5440611684237119,0.09526566631150385,1,0,0.22814618237841525,0.5487668371166865,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,10,random,instance-based,0.5,1,4
11,V1_left_mean,V1_left_mean,0.4827350762765772,0.03487343120034706,1,19,0.09110172929472955,0.48595746437903065,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,25,serial,instance-based,0.5,1,4
12,V1_left_mean,V1_left_mean,0.48371271678783434,0.044084650553685545,1,19,0.08554543352830374,0.4855680856371426,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,25,random,instance-based,0.5,1,4
13,V1_left_mean,V1_left_mean,0.4928841200859813,0.025764304517052843,1,19,0.10773733487546833,0.4947847971186875,1,,0.16450593902867058,-0.024653063160556626,-0.1706074951248445,0.0453391384214288,0.03353003543750769,169,137,181,217,157,50,serial,instance-based,0.5,1,4
14,V1_left_mean,V1_left_mean,0.2328528288497987,0.10909196770511628,1,0,-0.3587434380619019,0.24806405732685782,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,5,serial,instance-based,0.5,1,8
15,V1_left_mean,V1_left_mean,0.5831453012807981,0.07799666850028913,1,0,0.4385901707857027,0.5915218328777418,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,5,random,instance-based,0.5,1,8
16,V1_left_mean,V1_left_mean,0.45024639172377323,0.05855643476162652,1,0,0.07639417136122692,0.4587868751143151,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,10,serial,instance-based,0.5,1,8
17,V1_left_mean,V1_left_mean,0.522343358829275,0.07251716222615467,1,0,0.19151880601548713,0.5279636910929008,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,10,random,instance-based,0.5,1,8
18,V1_left_mean,V1_left_mean,0.5039644805724355,0.029879152679902238,1,19,0.13834549981338812,0.5061776404754134,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,25,serial,instance-based,0.5,1,8
19,V1_left_mean,V1_left_mean,0.581384607147148,0.04918644812691401,1,19,0.2850374609768024,0.5829598258362922,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,25,random,instance-based,0.5,1,8
20,V1_left_mean,V1_left_mean,0.5659883969412514,0.0269487065444068,1,19,0.25447307125336865,0.5669140801429331,1,,0.026498545101078647,0.2774693055188346,-0.20718361650742917,0.1225013385634179,0.14414998871227852,169,137,181,217,157,50,serial,instance-based,0.5,1,8
21,V1_left_mean,V1_left_mean,0.40243166597250346,0.18245673216200808,1,0,0.007721905257480998,0.4188053956595827,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,5,serial,instance-based,0.5,1,16
22,V1_left_mean,V1_left_mean,0.595439600127557,0.12208786622773589,1,0,0.4331457925448204,0.6103985372669561,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,5,random,instance-based,0.5,1,16
23,V1_left_mean,V1_left_mean,0.5475271027932387,0.06592093454446331,1,0,0.24024162469675947,0.5540173154042527,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,10,serial,instance-based,0.5,1,16
24,V1_left_mean,V1_left_mean,0.68730190663636,0.08336994735276562,1,0,0.49539369502561487,0.6910975266294079,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,10,random,instance-based,0.5,1,16
25,V1_left_mean,V1_left_mean,0.5958845549210168,0.043017458993471286,1,19,0.31602343808942623,0.5988397328006704,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,25,serial,instance-based,0.5,1,16
26,V1_left_mean,V1_left_mean,0.6503872440407713,0.056076654337855684,1,19,0.41819434424611945,0.6524706703790931,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,25,random,instance-based,0.5,1,16
27,V1_left_mean,V1_left_mean,0.6809695687420533,0.031169888334496694,1,19,0.47503231692879416,0.6842463250214709,1,,0.10018791925714776,0.2770639849687225,0.27541004951230774,0.2395011018305609,0.0643489636664412,169,137,181,217,157,50,serial,instance-based,0.5,1,16
28,V1_left_mean,V1_left_mean,0.7241575571581369,0.28064778669166235,1,0,0.4896999513075927,0.7267644246985331,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,5,serial,instance-based,0.5,1,32
29,V1_left_mean,V1_left_mean,0.7829316738418656,0.21087953743539653,1,0,0.6660630772048524,0.7855267432163048,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,5,random,instance-based,0.5,1,32
30,V1_left_mean,V1_left_mean,0.7027309744382515,0.08371480121842906,1,0,0.5201893238985403,0.7081228655378072,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,10,serial,instance-based,0.5,1,32
31,V1_left_mean,V1_left_mean,0.75146193567338,0.08575055799364528,1,0,0.6036146793277035,0.7565497532221566,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,10,random,instance-based,0.5,1,32
32,V1_left_mean,V1_left_mean,0.74024736780458,0.03393528338088481,1,19,0.5836812211853271,0.7449432813577648,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,25,serial,instance-based,0.5,1,32
33,V1_left_mean,V1_left_mean,0.7833367606601834,0.03544913075358056,1,19,0.6577942235546019,0.7876503325533463,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,25,random,instance-based,0.5,1,32
34,V1_left_mean,V1_left_mean,0.788557983468883,0.021674593555261423,1,19,0.6668090466674337,0.7931245658694769,1,,0.4684811507027883,0.46591606637328814,0.5020610315119639,0.6018954687340673,0.11832566371004583,169,137,181,217,157,50,serial,instance-based,0.5,1,32
35,V1_right_mean,V1_right_mean,0.5855062346106371,0.12784101330288677,1,0,0.4019265421129526,0.6042246662759255,1,,,,,,,181,166,186,203,190,5,serial,instance-based,0.5,1,2
36,V1_right_mean,V1_right_mean,0.447676741981893,0.10445404754829136,1,0,0.17133653874963942,0.45306668565542974,1,,,,,,,181,166,186,203,190,5,random,instance-based,0.5,1,2
