,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,pattern_subset,pattern_subset_type,prec_type,snr_rel,perm_num,n_runs
0,V1_left_mean,V1_left_mean,0.24810752090801644,0.12584807537298778,1,0,-0.3043975927516028,0.28886228327807423,1,,,,,,,169,137,181,217,157,5,serial,instance-based,0.5,2,2
1,V1_left_mean,V1_left_mean,0.5080787034158952,0.23709135644144327,1,0,0.23628479720189619,0.5331837001990603,1,,,,,,,169,137,181,217,157,5,random,instance-based,0.5,2,2
2,V1_left_mean,V1_left_mean,0.35499517991367907,0.06367575466541041,1,0,-0.15098868084910377,0.3705762721458991,1,,,,,,,169,137,181,217,157,10,serial,instance-based,0.5,2,2
3,V1_left_mean,V1_left_mean,0.42953551388010486,0.0755893359501457,1,0,0.036161018360588645,0.44671519698137785,1,,,,,,,169,137,181,217,157,10,random,instance-based,0.5,2,2
4,V1_left_mean,V1_left_mean,0.39961708231435644,0.02656444856414109,1,19,-0.08245390097496584,0.40855779001882936,1,,,,,,,169,137,181,217,157,25,serial,instance-based,0.5,2,2
5,V1_left_mean,V1_left_mean,0.4113087092310069,0.026057973471780523,1,19,-0.04959304996700896,0.4207417916648702,1,,,,,,,169,137,181,217,157,25,random,instance-based,0.5,2,2
6,V1_left_mean,V1_left_mean,0.4404753247233816,0.019114491713653994,1,19,-0.00103266807096977,0.44578838098565926,1,,,,,,,169,137,181,217,157,50,serial,instance-based,0.5,2,2
7,V1_left_mean,V1_left_mean,0.2465737698674188,0.13176573151207918,1,0,-0.22564234424499066,0.28152647241696216,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,serial,instance-based,0.5,2,4
8,V1_left_mean,V1_left_mean,0.39091753376509186,0.180210204999128,1,0,0.02100728988295867,0.41678618336237805,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,random,instance-based,0.5,2,4
9,V1_left_mean,V1_left_mean,0.4137281704961888,0.05703530791127161,1,0,-0.03431281234646544,0.42232020587077546,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,serial,instance-based,0.5,2,4
10,V1_left_mean,V1_left_mean,0.490650480300593,0.09654511022273445,1,0,0.1505502403760877,0.5023017860726476,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,random,instance-based,0.5,2,4
11,V1_left_mean,V1_left_mean,0.4315827615546407,0.03714412873814768,1,19,-0.020020085945371767,0.4367229298310889,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,serial,instance-based,0.5,2,4
12,V1_left_mean,V1_left_mean,0.4391292518490877,0.038970850242408914,1,19,-0.0024115028456831813,0.44456689232012114,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,random,instance-based,0.5,2,4
13,V1_left_mean,V1_left_mean,0.4587069937166156,0.023607246723617064,1,19,0.03223438734096339,0.46115627340748283,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,50,serial,instance-based,0.5,2,4
14,V1_left_mean,V1_left_mean,0.46860608136088494,0.22926004817321705,1,0,0.13885445114648842,0.4844524504522477,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,5,serial,instance-based,0.5,2,8
15,V1_left_mean,V1_left_mean,0.3985428789758216,0.1286513736409567,1,0,0.0996680395743105,0.41863868380018043,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,5,random,instance-based,0.5,2,8
16,V1_left_mean,V1_left_mean,0.4268048504411878,0.06580709054384645,1,0,0.018753051255711715,0.4401009841504691,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,10,serial,instance-based,0.5,2,8
17,V1_left_mean,V1_left_mean,0.5139811446493462,0.06653987546204328,1,3,0.18706150623184345,0.520774033757445,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,10,random,instance-based,0.5,2,8
18,V1_left_mean,V1_left_mean,0.4840527645610011,0.03473225364378923,1,19,0.0938904078107092,0.4870565925215208,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,25,serial,instance-based,0.5,2,8
19,V1_left_mean,V1_left_mean,0.5392091064791499,0.03846731535866934,1,19,0.20771361997349194,0.5422034262673268,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,25,random,instance-based,0.5,2,8
20,V1_left_mean,V1_left_mean,0.5641285475845276,0.024089930108180183,1,19,0.2528384576477847,0.5654291176996828,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,50,serial,instance-based,0.5,2,8
21,V1_left_mean,V1_left_mean,0.48558853327573687,0.1101168529109273,1,0,0.2767197318292564,0.4972560918735774,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,5,serial,instance-based,0.5,2,16
22,V1_left_mean,V1_left_mean,0.7363530457833853,0.16664602203005457,1,0,0.631990494523244,0.7478456711520396,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,5,random,instance-based,0.5,2,16
23,V1_left_mean,V1_left_mean,0.4354503951120962,0.057664619974465495,1,0,0.029745105323306,0.4432991088729646,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,10,serial,instance-based,0.5,2,16
24,V1_left_mean,V1_left_mean,0.6939118063102875,0.06569491110282323,1,10,0.5119202590748262,0.6998997939346061,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,10,random,instance-based,0.5,2,16
25,V1_left_mean,V1_left_mean,0.5918234735557986,0.031578928443940196,1,19,0.31211166557583975,0.5952656769620177,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,25,serial,instance-based,0.5,2,16
26,V1_left_mean,V1_left_mean,0.6411969384639915,0.04020572281547421,1,19,0.40461066405970797,0.6441658220224376,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,25,random,instance-based,0.5,2,16
27,V1_left_mean,V1_left_mean,0.6766271977571046,0.026355662484846967,1,19,0.4694833556989158,0.6798653158599586,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,50,serial,instance-based,0.5,2,16
28,V1_left_mean,V1_left_mean,0.5704705507069747,0.22197020011681268,1,0,0.40247848647976336,0.6084899231728705,1,,0.4748625888947771,0.4071622259768518,0.4646861735826513,0.6648630544326409,0.02508867411246646,169,137,181,217,157,5,serial,instance-based,0.5,2,32
