,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,comparison_method,pattern_subset,prec_type,snr_rel,perm_num,n_runs
0,V1_left,IT_right,-0.38964180887751143,0.15394116419655485,0,0,0.37790545078902515,0.5864440299999583,0,,,,,,,169,137,181,217,157,cosine,5,instance-based,0.1,1,2
1,V1_left,IT_right,0.12479335861475976,0.0933901199141498,0,0,0.07829638815528076,0.4719585862436493,1,0.773687914752077,,,,,,169,137,181,217,157,cosine,10,instance-based,0.1,1,2
2,V1_left,IT_left,-0.005157142683476114,0.06724815754201599,0,0,-0.014448044317204386,0.43770887957619525,1,0.69359484747365,,,,,,169,137,181,217,157,cosine,20,instance-based,0.1,1,2
3,V1_left,PHA_right,-0.021301594116523367,0.058564015883720046,0,0,0.02874448360756892,0.4586916597988993,0,0.6045942999948815,,,,,,169,137,181,217,157,cosine,30,instance-based,0.1,1,2
4,V1_left,IT_left,-0.022462312808967266,0.049102271455002074,0,0,0.027831106609219697,0.4590179685019632,0,0.5568900309268425,,,,,,169,137,181,217,157,cosine,50,instance-based,0.1,1,2
5,V1_left,V3_left,0.17133193931395002,0.2892414429017614,0,0,0.3491977153830678,0.5868881236784257,0,,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,5,instance-based,0.1,1,4
6,V1_left,VVC_left,0.2696258761210934,0.09314149134726296,0,0,-0.04355468065612881,0.4145986832752692,1,,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,10,instance-based,0.1,1,4
7,V1_left,PHA_right,0.08160002585581691,0.06719766689655371,0,0,-0.07653101670392334,0.40806327978428003,1,0.006745210240020505,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,20,instance-based,0.1,1,4
8,V1_left,V1_left,0.061778145990355554,0.07534548749937438,1,0,-0.005419045941699222,0.44295981227083786,1,0.3301434812557795,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,30,instance-based,0.1,1,4
9,V1_left,V1_left,0.13928711310922998,0.05786290838884622,1,0,0.024923231345513528,0.45724017425269076,1,6.7211652067245e-05,0.0008117762551505622,-0.02639603032615579,-0.0772320817232552,-0.029615424049793074,0.017948812906834453,169,137,181,217,157,cosine,50,instance-based,0.1,1,4
10,V1_left,FFC_left,0.08630982847354592,0.19136537794515673,0,0,-0.010367620340447987,0.4114521863372061,1,,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,5,instance-based,0.1,1,8
11,V1_left,IT_right,0.20266572290220172,0.08470330354511943,0,0,0.023428180062093483,0.44949300686741345,1,0.6202046739003109,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,10,instance-based,0.1,1,8
12,V1_left,V1_left,0.0819688154556713,0.1082180548975503,1,0,0.061853222310353506,0.47287574013569234,1,0.7812275796013073,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,20,instance-based,0.1,1,8
13,V1_left,VMV_right,0.09144517734713119,0.06215411651058418,0,0,-0.03010395218624561,0.43181152308227005,1,0.0924474525905481,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,30,instance-based,0.1,1,8
14,V1_left,V1_left,0.10409637312116328,0.059099626082583706,1,0,0.019166075547557563,0.45482849340233633,1,0.11153004652730147,-0.010277777233409727,-0.01761932498645473,-0.04551878678974068,-0.015313526317112308,0.01455924349401219,169,137,181,217,157,cosine,50,instance-based,0.1,1,8
15,V1_left,PHA_left,-0.09787362476299208,0.16501851691698963,0,0,0.05758556131766649,0.4211702633783063,0,,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,5,instance-based,0.1,1,16
16,V1_left,FFC_right,-0.033843046965435775,0.11657689666398864,0,0,0.18871053017791198,0.5277074168011484,0,0.20891695261068066,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,10,instance-based,0.1,1,16
17,V1_left,V3_left,-0.008928152298246474,0.0969448675668265,0,0,-0.012380539153503869,0.4378592131402718,1,0.9625099111931519,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,20,instance-based,0.1,1,16
18,V1_left,V3_left,0.1386364379681065,0.08178070080216593,0,0,0.07103544445451943,0.47667438612736807,1,0.032310170324162835,0.11627570341487202,-0.09946968115564307,0.06538297364053715,-0.0015399966373928731,0.017278179454156894,169,137,181,217,157,cosine,30,instance-based,0.1,1,16
