,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,pattern_subset,pattern_subset_type,prec_type,snr_rel,perm_num,n_runs
0,V1_left_mean,V1_left_mean,0.25349337856915266,0.12921633270143984,1,0,-0.29896314097056287,0.29169393952988004,1,,,,,,,169,137,181,217,157,5,serial,instance-based,0.5,2,2
1,V1_left_mean,V1_left_mean,0.4950146884089776,0.15135991995535444,1,0,0.25999542365372913,0.5242315020853071,1,,,,,,,169,137,181,217,157,5,random,instance-based,0.5,2,2
2,V1_left_mean,V1_left_mean,0.3541104997501829,0.05959728490896494,1,0,-0.15108411426720667,0.3701957896380136,1,,,,,,,169,137,181,217,157,10,serial,instance-based,0.5,2,2
3,V1_left_mean,V1_left_mean,0.48790943803849207,0.05336116895828469,1,0,0.13729707514696313,0.49942999731311943,1,,,,,,,169,137,181,217,157,10,random,instance-based,0.5,2,2
4,V1_left_mean,V1_left_mean,0.3999386166135865,0.026877775424640662,1,19,-0.08222193751886434,0.40876795312122544,1,,,,,,,169,137,181,217,157,25,serial,instance-based,0.5,2,2
5,V1_left_mean,V1_left_mean,0.4366353748503894,0.02590295446161436,1,19,-0.006471961687813828,0.44121954368780153,1,,,,,,,169,137,181,217,157,25,random,instance-based,0.5,2,2
6,V1_left_mean,V1_left_mean,0.44046211727789136,0.01841917281704386,1,19,-0.0011862166428916827,0.4457195752841413,1,,,,,,,169,137,181,217,157,50,serial,instance-based,0.5,2,2
7,V1_left_mean,V1_left_mean,0.25514563842324883,0.13373115662236032,1,0,-0.20285675785300872,0.2883897454209075,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,serial,instance-based,0.5,2,4
8,V1_left_mean,V1_left_mean,0.6718549541731653,0.19097269668267094,1,0,0.5211720425463552,0.6880480636382454,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,random,instance-based,0.5,2,4
9,V1_left_mean,V1_left_mean,0.41795107838845097,0.05947761844475966,1,0,-0.025222806362751427,0.4264903437969055,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,serial,instance-based,0.5,2,4
10,V1_left_mean,V1_left_mean,0.3487615799916646,0.08388530668728605,1,0,-0.18540968600613514,0.36100996069049013,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,random,instance-based,0.5,2,4
11,V1_left_mean,V1_left_mean,0.434786376296428,0.035674300471773016,1,19,-0.012503321996666329,0.439928061445102,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,serial,instance-based,0.5,2,4
12,V1_left_mean,V1_left_mean,0.45047088919423095,0.03203222430643259,1,19,0.020240313626725525,0.4534052101575858,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,random,instance-based,0.5,2,4
13,V1_left_mean,V1_left_mean,0.45736931050606755,0.0221831867514229,1,19,0.029285016033220892,0.45980121964476944,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,50,serial,instance-based,0.5,2,4
