,GT,winner,point_est,std,recovered,n_sig_better,nc_low,nc_high,above_nc,dif_from_nc_sig,sub-01_data_rdm_oe_rel,sub-02_data_rdm_oe_rel,sub-03_data_rdm_oe_rel,sub-04_data_rdm_oe_rel,sub-05_data_rdm_oe_rel,sub-01_GT_roi_size,sub-02_GT_roi_size,sub-03_GT_roi_size,sub-04_GT_roi_size,sub-05_GT_roi_size,pattern_subset,pattern_subset_type,prec_type,snr_rel,perm_num,n_runs
0,V1_left_mean,V1_left_mean,0.2527021000374153,0.131334395392206,1,0,-0.28735298511362156,0.294159656305007,1,,,,,,,169,137,181,217,157,5,serial,instance-based,0.5,2,2
1,V1_left_mean,V1_left_mean,0.45011156216897047,0.12836247184624627,1,0,0.19543970113791553,0.48760689792593637,1,,,,,,,169,137,181,217,157,5,random,instance-based,0.5,2,2
2,V1_left_mean,V1_left_mean,0.35482745978525937,0.06372877323140877,1,0,-0.1503263087923727,0.37089225010004245,1,,,,,,,169,137,181,217,157,10,serial,instance-based,0.5,2,2
3,V1_left_mean,V1_left_mean,0.5189396174804315,0.07465422380179759,1,0,0.18643152164328275,0.5256321507399657,1,,,,,,,169,137,181,217,157,10,random,instance-based,0.5,2,2
4,V1_left_mean,V1_left_mean,0.4001493694368482,0.02806532163846524,1,19,-0.08155793455642983,0.40900736322436293,1,,,,,,,169,137,181,217,157,25,serial,instance-based,0.5,2,2
5,V1_left_mean,V1_left_mean,0.4384967803326226,0.024954685800138512,1,19,0.004580712937164412,0.44697873128587085,1,,,,,,,169,137,181,217,157,25,random,instance-based,0.5,2,2
6,V1_left_mean,V1_left_mean,0.4411495273744757,0.018820199276485927,1,19,0.00010137287788400761,0.4462788216284357,1,,,,,,,169,137,181,217,157,50,serial,instance-based,0.5,2,2
7,V1_left_mean,V1_left_mean,0.2564523503193601,0.1348439931405226,1,0,-0.20994320315717085,0.2880343076533832,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,serial,instance-based,0.5,2,4
8,V1_left_mean,IT_right_mean,0.1666051433723419,0.12977244962016973,0,0,-0.43137044406157715,0.2279627943060297,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,5,random,instance-based,0.5,2,4
9,V1_left_mean,V1_left_mean,0.4194944823178368,0.05646332972770779,1,0,-0.02223443068700031,0.4275835802639674,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,serial,instance-based,0.5,2,4
10,V1_left_mean,V1_left_mean,0.5582707850720736,0.08279421996427073,1,0,0.2590235618341866,0.5641336518046105,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,10,random,instance-based,0.5,2,4
11,V1_left_mean,V1_left_mean,0.43333726636610215,0.03566851110125939,1,19,-0.015770851503532916,0.43853583384653694,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,serial,instance-based,0.5,2,4
12,V1_left_mean,V1_left_mean,0.43676185837566517,0.03450337647496554,1,19,-0.009972139805831854,0.44072996062239056,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,25,random,instance-based,0.5,2,4
13,V1_left_mean,V1_left_mean,0.45750068442825426,0.023298803575925744,1,19,0.029552831874033767,0.45994859072251426,1,,-0.014481784590806806,0.07369077212593744,0.04867456400034376,-0.014628484806602001,0.015219763059627823,169,137,181,217,157,50,serial,instance-based,0.5,2,4
14,V1_left_mean,V1_left_mean,0.47697908144352014,0.22387259092263778,1,0,0.1668444598595842,0.4918773871409605,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,5,serial,instance-based,0.5,2,8
15,V1_left_mean,V3_left_mean,0.469184441642662,0.07800371942809936,0,0,0.3348313542481357,0.5069918141883598,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,5,random,instance-based,0.5,2,8
16,V1_left_mean,V1_left_mean,0.42930971753596214,0.06468342099541444,1,0,0.02209213656232708,0.44222374866894565,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,10,serial,instance-based,0.5,2,8
17,V1_left_mean,V1_left_mean,0.4908101965355872,0.06608211958064536,1,0,0.12703894610300318,0.4961461834294472,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,10,random,instance-based,0.5,2,8
18,V1_left_mean,V1_left_mean,0.48339369830405843,0.033595566375763795,1,19,0.09258525241473754,0.48639655583344316,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,25,serial,instance-based,0.5,2,8
19,V1_left_mean,V1_left_mean,0.5323633928010663,0.03971829487100937,1,19,0.1910252600992393,0.5344689173092998,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,25,random,instance-based,0.5,2,8
20,V1_left_mean,V1_left_mean,0.5649381228577753,0.023133240319752828,1,19,0.2544502856893343,0.5662166634012813,1,,0.1121157796948266,-0.08211708572987413,0.0858862217072906,0.24134279515752166,-0.05242198996102816,169,137,181,217,157,50,serial,instance-based,0.5,2,8
21,V1_left_mean,V1_left_mean,0.4906177506591861,0.10604109930281685,1,0,0.283782736890686,0.5010088305580589,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,5,serial,instance-based,0.5,2,16
22,V1_left_mean,V1_left_mean,0.5630141827279881,0.20814503637332404,1,0,0.34695666177025364,0.5771438133793619,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,5,random,instance-based,0.5,2,16
23,V1_left_mean,V1_left_mean,0.4352872864727617,0.05858702598120633,1,0,0.027079523921951707,0.4428644572782001,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,10,serial,instance-based,0.5,2,16
24,V1_left_mean,V1_left_mean,0.6724171730545002,0.07279753548012566,1,0,0.4707773748684781,0.6795333948728496,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,10,random,instance-based,0.5,2,16
25,V1_left_mean,V1_left_mean,0.5903414035229045,0.033211784326739234,1,19,0.3088490217954942,0.5938089594151914,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,25,serial,instance-based,0.5,2,16
26,V1_left_mean,V1_left_mean,0.7132066609045018,0.031857836918712065,1,19,0.5358818105617557,0.7169536778666261,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,25,random,instance-based,0.5,2,16
27,V1_left_mean,V1_left_mean,0.6761528258617626,0.026490487715076817,1,19,0.46880991476078687,0.6794330162357038,1,,0.1865877812282972,0.190004462998408,0.30277392722448765,0.34712051048872317,0.07714344081983125,169,137,181,217,157,50,serial,instance-based,0.5,2,16
